feature,off_3d_rate_r4,off_3d_rate_r8,off_red_zone_td_rate_r4,off_red_zone_td_rate_r8,off_yards_per_drive_r4,off_yards_per_drive_r8,off_plays_per_drive_r4,off_plays_per_drive_r8,off_explosive_play_rate_r4,off_explosive_play_rate_r8,off_penalty_yards_per_game_r4,off_penalty_yards_per_game_r8,def_3d_stop_rate_r4,def_3d_stop_rate_r8,def_red_zone_td_rate_allowed_r4,def_red_zone_td_rate_allowed_r8,def_explosive_play_rate_allowed_r4,def_explosive_play_rate_allowed_r8,def_penalty_yards_per_game_r4,def_penalty_yards_per_game_r8,off_turnover_rate_r4,off_turnover_rate_r8,def_takeaway_rate_r4,def_takeaway_rate_r8,turnover_margin_rate_r4,turnover_margin_rate_r8,st_epa_r4,st_epa_r8,off_avg_start_field_pos_r4,off_avg_start_field_pos_r8,qb_bad_throw_rate_r4,qb_bad_throw_rate_r8,qb_time_to_throw_r4,qb_time_to_throw_r8,off_drop_rate_r4,off_drop_rate_r8,def_broken_tackle_rate_allowed_r4,def_broken_tackle_rate_allowed_r8,roster_continuity_score,coach_tenure_weeks,coach_tenure_censored,division_familiarity,rush_matchup_z,pass_matchup_z,mobility_pressure_z
off_penalty_yards_per_game_r4,-0.1115856847830389,-0.08832114838909957,-0.08022975561757337,-0.02185035777689165,0.01642164746630854,0.03279422132911537,0.04383609978988124,0.054915918335872,-0.061265663188951436,-0.03831370128625228,1.0,0.7049229023355942,-0.005087226251319756,-0.04744204659205126,0.07813977933297067,0.09918699507504038,0.08986101223495493,0.10551495772352988,0.047866780244522324,-0.008549751598922422,0.05485202262151253,0.055542627302042694,-0.05598646914084974,-0.07692006857841685,-0.0722517296726211,-0.08620220612221505,-0.04674791452758551,-0.04476307901179025,-0.03017967065220623,-0.07786522914617665,0.10580847144307975,0.06838064247905871,0.010267586443668387,0.021426683662796445,0.0027261315446650593,-0.010560628731900801,0.09193803502395893,0.10359217485621071,-0.03630127848828297,-0.009839715070673292,-0.058928153126394045,-0.020206185519294702,0.025857758317389526,-0.011909004761934032,0.026365023733934123
off_penalty_yards_per_game_r8,-0.0920905094427362,-0.12216044516663105,-0.10953075448755267,-0.09206250372567638,-0.014680120806153657,0.019943075354280207,0.02606963259092354,0.050803936542909094,-0.05909443760774391,-0.049681249455098025,0.7049229023355942,1.0,-0.005323538265228573,-0.014886489619109437,0.07798160539582495,0.12795154971439104,0.04938940619717952,0.10048640293331054,0.0648558715376634,0.02472168124552942,0.04844779649797885,0.063610569558269,-0.026537511513345987,-0.07351434064166386,-0.04840945197751235,-0.08891178011110594,-0.032342793474081505,-0.061038742740026665,-0.021829903764509034,-0.07695530319781566,0.1272543829226198,0.09983757829058192,0.06554088251027912,0.07417413122107983,0.0338424289850596,0.0401476138995143,0.06432222284901695,0.09238209261476588,-0.03199108478644641,-0.013409231633551044,-0.11390212232326001,-0.026280809006328957,0.03292216778860793,-0.012708103218348246,0.014849077288016026
def_3d_stop_rate_r4,-0.04657534668351447,-0.03251099637838575,-0.09460404860773516,-0.09491407256056536,-0.0762537776986491,-0.04984839281571131,-0.13851344707989963,-0.11716291140674975,0.09025373580782445,0.10395509340403183,-0.005087226251319756,-0.005323538265228573,1.0,0.7347188748653739,-0.3027004082304203,-0.2908400274048919,-0.20152639050817134,-0.18169268175980924,0.03302866169155054,0.05388440689091163,-0.07753676664519353,-0.07464770742881982,0.12005625955773355,0.1608483059748565,0.1296447854403725,0.15453170232833488,0.05037743894231135,0.108761406629776,0.4509695527640615,0.3452506688300094,0.029549461731301428,0.002059706994681363,0.022610117739257113,0.053193997344763926,0.036737461151562324,0.003831240302202481,-0.05087871766540201,-0.05177120812443538,0.03410233274238512,0.04783856709822227,0.03826265070287646,-0.014645469342499854,-0.021829294153366253,0.08934193050114611,-0.016416313823194847
def_3d_stop_rate_r8,-0.05749820443146573,-0.06469166898758778,-0.06554426639549295,-0.10847618840831483,-0.07098547329098787,-0.09047032372715753,-0.11948856906170427,-0.1425906567835652,0.06666223342753759,0.09800084311478419,-0.04744204659205126,-0.014886489619109437,0.7347188748653739,1.0,-0.19980556646885006,-0.30941017859202397,-0.1710675928379277,-0.20814093990378255,0.06272078054801664,0.11474761542761147,-0.09490539529016193,-0.12992329445750625,0.13444706208003213,0.18929050634865485,0.1502790703156741,0.20794179554378975,0.03594947357174126,0.08225915057483404,0.3517756378086526,0.4783129724478997,0.04473567232748392,0.051398222489974645,0.023847786900333883,0.03904459796216142,0.04195258489976543,0.0379226350640128,-0.04746314262262291,-0.04395031589909558,0.03169281665971363,0.08388469076306747,0.04846174733497597,0.010915396505013816,0.02537698732230757,0.1008657686232681,-0.002559514596030872
def_red_zone_td_rate_allowed_r4,0.019150731520078665,-0.04548159411983144,0.04964074948486161,0.029516849288583648,0.04272867639706048,-0.011774833455980464,0.06954489012027495,0.02769047377389572,-0.028132551545677502,-0.08016308452063348,0.07813977933297067,0.07798160539582495,-0.3027004082304203,-0.19980556646885006,1.0,0.6952133634802712,0.13690447455902532,0.11601913663080551,0.06284049376437068,0.045513086654428145,0.1647845768789528,0.1368124566983528,-0.13759135524211025,-0.121945101774881,-0.19647942570654095,-0.1668879241194981,-0.044559084300964266,-0.05012534413197801,-0.2614799531088881,-0.1953538605896867,0.0303659910830728,-0.012605817002964252,0.01370691180005569,0.0113645352164401,-0.030767694105468715,-0.03693831919070361,0.10442016267226674,0.08926867127498796,-0.03956172667998735,-0.04686318618032396,-0.030306935800874422,-0.040534490170120036,-0.025598252047400866,-0.05827982224817053,-0.04672304238144632
def_red_zone_td_rate_allowed_r8,0.003801592537737301,-0.0068968374324285715,0.050053153964556396,0.056557228520134374,0.00827170871963454,0.04466540309460624,0.0774624282324894,0.10947648349629498,-0.05738921335693119,-0.08282871857073273,0.09918699507504038,0.12795154971439104,-0.2908400274048919,-0.30941017859202397,0.6952133634802712,1.0,0.12783369001167322,0.1632079503970108,0.033611914486983134,0.017181465644287238,0.1772519391064731,0.180826122067506,-0.10037917748049253,-0.15469094788352106,-0.1793229428695859,-0.21621266199074993,-0.006997873791961736,-0.04146176119372493,-0.24968321987804265,-0.2980938055143859,0.08247248677533242,0.03409118452035549,-0.014395767497660842,-0.011363166382145538,-0.0015384058133883953,-0.031153691638864656,0.09640684087352554,0.1361510032907221,0.004656253103075899,-0.09235353478112693,-0.018766808282938592,-0.062399867605956866,-0.01996690004905307,-0.04898294839441906,-0.06363349341046344
def_explosive_play_rate_allowed_r4,-0.05111682019765608,-0.05169704560366442,0.037223573182515145,0.01823807512717079,0.045413259658404044,-0.01197197023720562,0.1428051434507913,0.09763908557111783,-0.04881341879266129,-0.07486373215445477,0.08986101223495493,0.04938940619717952,-0.20152639050817134,-0.1710675928379277,0.13690447455902532,0.12783369001167322,1.0,0.7602188962588434,-0.05468402730076153,-0.03263220041317851,0.05868204952244868,0.018382768561052143,-0.16203497312786544,-0.10684759568650447,-0.14597663826688606,-0.08330688184892349,-0.003314640533091411,0.005991582048846407,-0.29533120596543594,-0.2476609603231645,0.09792547676485718,0.06935352561406884,-0.06300360520589145,-0.04663909450591794,-0.06021466643619103,-0.07023557784285239,0.17675440859800814,0.11825158135497332,0.043565767438939605,0.014043968261328598,-0.041535409527886875,-0.018327234662180756,0.004389454353583041,-0.028589496605581317,0.0036945400374482065
def_explosive_play_rate_allowed_r8,-0.13618078322242408,-0.1446890911697164,-0.01589728838441952,-0.01069910216791685,-0.052977014499572456,-0.07636270021943035,0.07677394644217932,0.0851994413915536,-0.09870099229121153,-0.11604461026920075,0.10551495772352988,0.10048640293331054,-0.18169268175980924,-0.20814093990378255,0.11601913663080551,0.1632079503970108,0.7602188962588434,1.0,-0.0875489988695265,-0.12247243149292633,0.08057062180941629,0.0848660707809411,-0.14679120353411326,-0.15227235004239778,-0.14953578643653587,-0.15509475780843895,0.00969479601695469,0.016809673222671767,-0.26163690814614715,-0.34131568145429775,0.0922552045937495,0.09891100552909061,-0.08101146551267786,-0.0481185694491287,-0.010669219002666168,-0.022599418201370763,0.14322288667463645,0.18055133249904562,-0.0078097670079904724,-0.029234360086967847,-0.03894325659877502,-0.027257844989784324,2.8142491165883647e-06,-0.041299984479022854,0.00971357137357194
def_penalty_yards_per_game_r4,-0.005749655793129204,0.010223997895408829,0.008227440676055724,-0.0014871415777044617,0.029305551415932326,0.032258510212876707,-0.01927685866105966,-0.001672238319181245,0.049841470641388136,0.033027366862043404,0.047866780244522324,0.0648558715376634,0.03302866169155054,0.06272078054801664,0.06284049376437068,0.033611914486983134,-0.05468402730076153,-0.0875489988695265,1.0,0.7385758016104196,-0.019166425907219908,-0.08239882029381301,-0.017716573242916384,-0.04266244567112419,0.00017902313446540506,0.022370228488196864,0.005672691281861101,0.006446699582291644,-0.02917483668076941,0.011518526171091947,-0.010230650593989317,-0.006607861734545651,0.021389421247801892,0.02993769199711516,0.05798337112357848,0.10674897068137439,0.06676610478412759,0.1042317887089751,0.049044577646597455,-0.04764183929292233,0.017781337935953958,-0.04689990865858615,0.015542208366254475,-0.014870972376811991,0.054051086769728876
def_penalty_yards_per_game_r8,0.01714616945295966,0.020550102264281465,0.06038796595521637,0.052373014089843434,0.06841407930512344,0.06193873150345236,-0.013263541645264674,-0.01336810351481208,0.1108854944975089,0.10779368954997663,-0.008549751598922422,0.02472168124552942,0.05388440689091163,0.11474761542761147,0.045513086654428145,0.017181465644287238,-0.03263220041317851,-0.12247243149292633,0.7385758016104196,1.0,0.00528543566831299,-0.06627444664575698,-0.03235061863968878,-0.0526436802068737,-0.025087563612725853,0.0056564045537769265,-0.028419973371543054,-0.019474887966772266,-0.0028186495097609755,0.03155724394448691,0.010066854140758126,0.0341582936988307,0.005511378942108103,0.019506438423771266,0.07849001668933073,0.11488754310477213,0.04302496191510081,0.09872752753453072,0.050104512578723684,-0.06413822410421663,0.059906581289042755,-0.08421045612019852,0.016568917203607016,-0.01528522932334902,0.04016347617526498
off_turnover_rate_r4,-0.055309289162730785,-0.05379241612162095,-0.08594242703391712,-0.059321558140184485,-0.1485199002632523,-0.09990604165759945,-0.061470895074787965,-0.04383900545219566,-0.17120664885776812,-0.14000045988199572,0.05485202262151253,0.04844779649797885,-0.07753676664519353,-0.09490539529016193,0.1647845768789528,0.1772519391064731,0.05868204952244868,0.08057062180941629,-0.019166425907219908,0.00528543566831299,1.0,0.7286624880128074,-0.17660181372737205,-0.1734446856086676,-0.7496398043088773,-0.5684637759795146,-0.057249348986296425,-0.05224016647217288,-0.08772334428791294,-0.1468804561877938,0.10288171228650721,0.06805660823527468,-0.07758620631091144,-0.07089785340134577,-0.01031287828567691,-0.003296774518642615,0.10672378002935184,0.15582897033563597,-0.08613327758920783,-0.07722126367631346,-0.02422494032439288,-0.029410816166114687,-0.02653231879185887,-0.04591019829312221,0.023827036572718875
off_turnover_rate_r8,-0.046955779288662444,-0.05559390052481787,-0.10400450139354724,-0.12070607987467652,-0.15940832163323598,-0.14060674625875774,-0.018085744841719133,-0.018768488698894806,-0.22082961073340024,-0.21975300811875811,0.055542627302042694,0.063610569558269,-0.07464770742881982,-0.12992329445750625,0.1368124566983528,0.180826122067506,0.018382768561052143,0.0848660707809411,-0.08239882029381301,-0.06627444664575698,0.7286624880128074,1.0,-0.09378703703874944,-0.1949855967191232,-0.5227697646979911,-0.7511760944086949,0.028793567431282335,0.006918041743476267,-0.11423958364642178,-0.20951003324214387,0.10246577436076552,0.09535854553478065,-0.11118622471356683,-0.09441139078495027,0.001302655251781386,0.005441736278742909,0.13512612162900176,0.17479810276648766,-0.12420710346995938,-0.1113529129418354,-0.029397310400429266,-0.044694690818720684,-0.004907879658245019,-0.02638087617791143,-0.009175735630765217
def_takeaway_rate_r4,0.11580010757124441,0.14198696230136532,0.0774888777245245,0.04489496158629349,0.026010619922889725,0.08560105817636461,-0.09992189932043596,-0.03766527693738816,0.15080089220937337,0.17239215426319981,-0.05598646914084974,-0.026537511513345987,0.12005625955773355,0.13444706208003213,-0.13759135524211025,-0.10037917748049253,-0.16203497312786544,-0.14679120353411326,-0.017716573242916384,-0.03235061863968878,-0.17660181372737205,-0.09378703703874944,1.0,0.7396212625971404,0.7838311305763539,0.5559226941573885,0.10465737733561092,0.08306154432988384,-0.012196945699150682,-0.00490556681540804,-0.017827686122069943,0.0077592661423948085,0.016558900033985212,0.008744288089613526,0.016574813784376922,-0.012973389380939178,-0.06770394850018394,-0.07759545863490835,0.09022041574115446,0.01462380694370921,0.12356335780962661,-0.0097584356189846,0.013145095983323137,0.03507296428485631,-0.03995174912507145
def_takeaway_rate_r8,0.15880961484575173,0.2076836327132435,0.09743906052630336,0.07304113180142208,0.10169152008938664,0.12467116598708922,-0.06880772629868678,-0.06842258751564557,0.21640007615364337,0.24710005672153912,-0.07692006857841685,-0.07351434064166386,0.1608483059748565,0.18929050634865485,-0.121945101774881,-0.15469094788352106,-0.10684759568650447,-0.15227235004239778,-0.04266244567112419,-0.0526436802068737,-0.1734446856086676,-0.1949855967191232,0.7396212625971404,1.0,0.6067568158732726,0.7939004608548916,0.032662645452111824,0.061603708656859185,0.04548131325377364,0.04641309301271234,-0.0021460643690617326,-0.005028379183488548,0.05152071029320863,0.04709399557468524,0.007050575153778114,-0.02049595337497255,-0.06798878043082984,-0.08968019189687418,0.12569646637870602,0.037125750841862384,0.18082074179975616,-0.011709430694257493,0.0022681920982561927,0.028279230960125003,-0.046222105940530694
turnover_margin_rate_r4,0.11275978967544392,0.12941123783400224,0.10632489657513317,0.06761342182055319,0.11118966513664177,0.12058915336799515,-0.028407581659215274,0.0023309067437117057,0.20941333556182634,0.20424394276197788,-0.0722517296726211,-0.04840945197751235,0.1296447854403725,0.1502790703156741,-0.19647942570654095,-0.1793229428695859,-0.14597663826688606,-0.14953578643653587,0.00017902313446540506,-0.025087563612725853,-0.7496398043088773,-0.5227697646979911,0.7838311305763539,0.6067568158732726,1.0,0.7324488282409325,0.10649121767732535,0.08880961636467385,0.04714238568072227,0.08936685486899591,-0.07689465694931365,-0.03771879731829932,0.06008282128993265,0.050608544792797396,0.017651443064105064,-0.006643596366256859,-0.11285611601286612,-0.1504872937558261,0.11500617675417095,0.05855139737099572,0.09836910497140998,0.01199327729747516,0.025577935071743843,0.05254787098133262,-0.04189638922395195
turnover_margin_rate_r8,0.1359920968644184,0.1742404523354097,0.13005568320578648,0.12398948809590818,0.16726510121080068,0.17107487733864613,-0.035096755691798286,-0.03441428472470126,0.2825441636296819,0.3025384199797268,-0.08620220612221505,-0.08891178011110594,0.15453170232833488,0.20794179554378975,-0.1668879241194981,-0.21621266199074993,-0.08330688184892349,-0.15509475780843895,0.022370228488196864,0.0056564045537769265,-0.5684637759795146,-0.7511760944086949,0.5559226941573885,0.7939004608548916,0.7324488282409325,1.0,0.004132121046668934,0.03717169298942058,0.10143230172146131,0.16112203153157814,-0.06496768688505333,-0.06250143688497847,0.10360401460292769,0.09022524127460549,0.0039375990988561775,-0.017167768899819802,-0.12952881665710664,-0.16872208798190175,0.16159801638437513,0.09401926063663654,0.13992070068904439,0.0198276588147792,0.004569163022362067,0.0353872240268286,-0.025419920360004993
st_epa_r4,0.02144322752801169,0.013758202032543054,-0.019824890542775808,-0.036538603484061474,-0.07960426739203648,-0.05861161529569033,-0.09470457260208238,-0.1119415177114425,0.030680055030788588,0.05710392477346132,-0.04674791452758551,-0.032342793474081505,0.05037743894231135,0.03594947357174126,-0.044559084300964266,-0.006997873791961736,-0.003314640533091411,0.00969479601695469,0.005672691281861101,-0.028419973371543054,-0.057249348986296425,0.028793567431282335,0.10465737733561092,0.032662645452111824,0.10649121767732535,0.004132121046668934,1.0,0.7587553373212638,-0.029094428235421507,-0.001560364236419596,-0.028738704116617334,-0.022838429910493663,0.01119850209027276,0.010697170725476348,0.007078789624202758,0.03258038420634546,-0.0461418681098456,-0.04851417590092047,0.04729512827221786,-0.02726861683480781,-0.0033667826198883477,0.008223923568299303,0.03404297811361077,0.026459116159883743,0.05900432971855963
st_epa_r8,0.021103252374410762,0.006974878718127739,-0.02903008601257917,-0.04411576007117798,-0.03835913420523239,-0.06532031166819158,-0.058792095409498556,-0.11733803702477569,0.0717965424600737,0.095158712566593,-0.04476307901179025,-0.061038742740026665,0.108761406629776,0.08225915057483404,-0.05012534413197801,-0.04146176119372493,0.005991582048846407,0.016809673222671767,0.006446699582291644,-0.019474887966772266,-0.05224016647217288,0.006918041743476267,0.08306154432988384,0.061603708656859185,0.08880961636467385,0.03717169298942058,0.7587553373212638,1.0,-0.013440386509426432,-0.007526460220973287,0.012933097604427046,0.0032150733328004783,0.037219068396825164,0.03387997721508859,-0.02001032799389509,-0.007986805988747726,-0.07536111363221584,-0.07639965408258466,0.046690543634573554,-0.03281456232591852,-0.009531265337290424,0.005628112082142592,0.048876807639983005,-0.008502284408755506,0.01160595341022043
off_avg_start_field_pos_r4,-0.08527398409234331,-0.07598438296001722,-0.10249459620365622,-0.11987619584471294,-0.06079697792253238,-0.06465512563446345,-0.10691936678891402,-0.1194011139662349,0.056767237766413445,0.030682411858093533,-0.03017967065220623,-0.021829903764509034,0.4509695527640615,0.3517756378086526,-0.2614799531088881,-0.24968321987804265,-0.29533120596543594,-0.26163690814614715,-0.02917483668076941,-0.0028186495097609755,-0.08772334428791294,-0.11423958364642178,-0.012196945699150682,0.04548131325377364,0.04714238568072227,0.10143230172146131,-0.029094428235421507,-0.013440386509426432,1.0,0.7217131330376849,0.00541036455909901,-0.011506555408870828,0.09562070484506274,0.08337086982795043,0.0038967907953789773,0.03898345742869485,-0.10383193896277586,-0.09830058793083161,-0.045611356736174995,0.04463521036446968,0.02990915499115767,-0.006887504219293684,0.027446249401320427,0.023126101914632644,-0.024203463433061855
